ENSDARG00000075089	ENSDARG00000026313
ENSDARG00000029402	ENSDARG00000056252
ENSDARG00000088755	ENSDARG00000015161
ENSDARG00000091916	ENSDARG00000032862
ENSDARG00000015174	ENSDARG00000020847
ENSDARG00000038191	ENSDARG00000038185
ENSDARG00000061399	ENSDARG00000011259
ENSDARG00000039547	ENSDARG00000091066
ENSDARG00000074325	ENSDARG00000092734
ENSDARG00000075379	ENSDARG00000088686
ENSDARG00000063651	ENSDARG00000003022
ENSDARG00000057519	ENSDARG00000077867
ENSDARG00000062610	ENSDARG00000071890
ENSDARG00000062610	ENSDARG00000071891
ENSDARG00000062610	ENSDARG00000071892
ENSDARG00000062610	ENSDARG00000071893
ENSDARG00000062610	ENSDARG00000071894
ENSDARG00000062610	ENSDARG00000071895
ENSDARG00000058561	ENSDARG00000019311
ENSDARG00000037174	ENSDARG00000092908
ENSDARG00000092469	ENSDARG00000075676
ENSDARG00000068992	ENSDARG00000037403
ENSDARG00000025671	ENSDARG00000017742
ENSDARG00000063701	ENSDARG00000042652
ENSDARG00000058969	ENSDARG00000074351
ENSDARG00000004633	ENSDARG00000078953
ENSDARG00000069626	ENSDARG00000039257
ENSDARG00000045253	ENSDARG00000090083
ENSDARG00000017537	ENSDARG00000000369
ENSDARG00000075600	ENSDARG00000076735
ENSDARG00000038731	ENSDARG00000015915
ENSDARG00000087707	ENSDARG00000041030
ENSDARG00000092276	ENSDARG00000078528
ENSDARG00000087707	ENSDARG00000041032
ENSDARG00000079583	ENSDARG00000044334
ENSDARG00000034423	ENSDARG00000076081
ENSDARG00000045611	ENSDARG00000039185
ENSDARG00000078941	ENSDARG00000086751
ENSDARG00000016818	ENSDARG00000043037
ENSDARG00000018611	ENSDARG00000018321
ENSDARG00000057195	ENSDARG00000021497
ENSDARG00000093215	ENSDARG00000087724
ENSDARG00000018726	ENSDARG00000068296
ENSDARG00000092276	ENSDARG00000042703
ENSDARG00000062874	ENSDARG00000087084
ENSDARG00000029803	ENSDARG00000040247
ENSDARG00000053424	ENSDARG00000043349
ENSDARG00000012247	ENSDARG00000044524
ENSDARG00000059805	ENSDARG00000074533
ENSDARG00000059081	ENSDARG00000017213
ENSDARG00000089039	ENSDARG00000089397
ENSDARG00000055574	ENSDARG00000045105
ENSDARG00000079634	ENSDARG00000078419
ENSDARG00000039363	ENSDARG00000087473
ENSDARG00000059682	ENSDARG00000057949
ENSDARG00000035997	ENSDARG00000040123
ENSDARG00000076122	ENSDARG00000089478
ENSDARG00000033804	ENSDARG00000016977
ENSDARG00000025547	ENSDARG00000080017
ENSDARG00000054501	ENSDARG00000086906
ENSDARG00000062268	ENSDARG00000060925
ENSDARG00000017007	ENSDARG00000044532
ENSDARG00000086969	ENSDARG00000077771
ENSDARG00000088708	ENSDARG00000089223
ENSDARG00000090182	ENSDARG00000091205
ENSDARG00000087707	ENSDARG00000086633
ENSDARG00000059344	ENSDARG00000020231
ENSDARG00000004680	ENSDARG00000020953
ENSDARG00000057519	ENSDARG00000075935
ENSDARG00000088495	ENSDARG00000011196
ENSDARG00000017624	ENSDARG00000058371
ENSDARG00000011637	ENSDARG00000079957
ENSDARG00000086535	ENSDARG00000091623
ENSDARG00000051936	ENSDARG00000020224
ENSDARG00000092469	ENSDARG00000087524
ENSDARG00000054942	ENSDARG00000038153
ENSDARG00000078428	ENSDARG00000074824
ENSDARG00000056410	ENSDARG00000038956
ENSDARG00000007195	ENSDARG00000004150
ENSDARG00000063182	ENSDARG00000062550
ENSDARG00000091063	ENSDARG00000077800
ENSDARG00000032013	ENSDARG00000026595
ENSDARG00000053075	ENSDARG00000073780
ENSDARG00000052701	ENSDARG00000040523
ENSDARG00000016016	ENSDARG00000008170
ENSDARG00000093027	ENSDARG00000078940
ENSDARG00000051732	ENSDARG00000074260
ENSDARG00000091223	ENSDARG00000079882
ENSDARG00000051770	ENSDARG00000094931
ENSDARG00000079745	ENSDARG00000030913
ENSDARG00000074325	ENSDARG00000069205
ENSDARG00000069912	ENSDARG00000091038
ENSDARG00000074325	ENSDARG00000069203
ENSDARG00000074325	ENSDARG00000069201
ENSDARG00000030376	ENSDARG00000079348
ENSDARG00000062328	ENSDARG00000087154
ENSDARG00000003994	ENSDARG00000029239
ENSDARG00000019782	ENSDARG00000071099
ENSDARG00000039349	ENSDARG00000068422
ENSDARG00000028159	ENSDARG00000059483
ENSDARG00000037174	ENSDARG00000076286
ENSDARG00000012610	ENSDARG00000038378
ENSDARG00000061421	ENSDARG00000077791
ENSDARG00000062376	ENSDARG00000062581
ENSDARG00000059486	ENSDARG00000059978
ENSDARG00000071433	ENSDARG00000079564
ENSDARG00000091064	ENSDARG00000094125
ENSDARG00000013460	ENSDARG00000059139
ENSDARG00000044002	ENSDARG00000006501
ENSDARG00000070380	ENSDARG00000076897
ENSDARG00000076129	ENSDARG00000078724
ENSDARG00000095635	ENSDARG00000086839
ENSDARG00000071368	ENSDARG00000038232
ENSDARG00000023952	ENSDARG00000067665
ENSDARG00000036468	ENSDARG00000090456
ENSDARG00000039173	ENSDARG00000011701
ENSDARG00000087002	ENSDARG00000086383
ENSDARG00000091148	ENSDARG00000008219
ENSDARG00000090941	ENSDARG00000059748
ENSDARG00000092366	ENSDARG00000040601
ENSDARG00000031463	ENSDARG00000076730
ENSDARG00000067796	ENSDARG00000029063
ENSDARG00000037266	ENSDARG00000012311
ENSDARG00000002959	ENSDARG00000020132
ENSDARG00000094735	ENSDARG00000033266
ENSDARG00000075455	ENSDARG00000063311
ENSDARG00000032565	ENSDARG00000009621
ENSDARG00000076833	ENSDARG00000013144
ENSDARG00000035506	ENSDARG00000044795
ENSDARG00000091203	ENSDARG00000041032
ENSDARG00000091203	ENSDARG00000041030
ENSDARG00000078129	ENSDARG00000044061
ENSDARG00000074600	ENSDARG00000077645
ENSDARG00000028148	ENSDARG00000032578
ENSDARG00000009351	ENSDARG00000045856
ENSDARG00000056000	ENSDARG00000073780
ENSDARG00000058696	ENSDARG00000008966
ENSDARG00000089289	ENSDARG00000089297
ENSDARG00000053535	ENSDARG00000004930
ENSDARG00000090182	ENSDARG00000087235
ENSDARG00000087290	ENSDARG00000090569
ENSDARG00000068566	ENSDARG00000022229
ENSDARG00000076391	ENSDARG00000053963
ENSDARG00000039999	ENSDARG00000077691
ENSDARG00000016448	ENSDARG00000092419
ENSDARG00000034893	ENSDARG00000056783
ENSDARG00000057519	ENSDARG00000078339
ENSDARG00000018485	ENSDARG00000013524
ENSDARG00000038473	ENSDARG00000043484
ENSDARG00000057519	ENSDARG00000079937
ENSDARG00000018121	ENSDARG00000069370
ENSDARG00000079486	ENSDARG00000060325
ENSDARG00000076461	ENSDARG00000078190
ENSDARG00000045620	ENSDARG00000036009
ENSDARG00000005780	ENSDARG00000017234
ENSDARG00000011188	ENSDARG00000079944
ENSDARG00000086114	ENSDARG00000037810
ENSDARG00000091203	ENSDARG00000092218
ENSDARG00000017595	ENSDARG00000043334
ENSDARG00000077188	ENSDARG00000006420
ENSDARG00000087333	ENSDARG00000002217
ENSDARG00000062959	ENSDARG00000061738
ENSDARG00000077424	ENSDARG00000074159
ENSDARG00000031246	ENSDARG00000075121
ENSDARG00000090279	ENSDARG00000041024
ENSDARG00000063292	ENSDARG00000040938
ENSDARG00000029635	ENSDARG00000033266
ENSDARG00000058425	ENSDARG00000063142
ENSDARG00000006811	ENSDARG00000003475
ENSDARG00000020103	ENSDARG00000094825
ENSDARG00000008720	ENSDARG00000034504
ENSDARG00000014527	ENSDARG00000060460
ENSDARG00000012467	ENSDARG00000023673
ENSDARG00000009839	ENSDARG00000074921
ENSDARG00000091064	ENSDARG00000004598
ENSDARG00000030749	ENSDARG00000003021
ENSDARG00000079267	ENSDARG00000030938
ENSDARG00000009689	ENSDARG00000015059
ENSDARG00000087101	ENSDARG00000087418
ENSDARG00000070297	ENSDARG00000075482
ENSDARG00000090766	ENSDARG00000037094
ENSDARG00000042448	ENSDARG00000092122
ENSDARG00000089544	ENSDARG00000036809
ENSDARG00000070289	ENSDARG00000091265
ENSDARG00000079074	ENSDARG00000091264
ENSDARG00000056582	ENSDARG00000074060
ENSDARG00000074419	ENSDARG00000061685
ENSDARG00000089475	ENSDARG00000045142
ENSDARG00000035557	ENSDARG00000052082
ENSDARG00000045804	ENSDARG00000025797
ENSDARG00000074386	ENSDARG00000078226
ENSDARG00000046043	ENSDARG00000070352
ENSDARG00000090914	ENSDARG00000091127
ENSDARG00000043951	ENSDARG00000075724
ENSDARG00000051726	ENSDARG00000095115
ENSDARG00000036541	ENSDARG00000017367
ENSDARG00000021380	ENSDARG00000009273
ENSDARG00000090182	ENSDARG00000094931
ENSDARG00000004594	ENSDARG00000039843
ENSDARG00000051778	ENSDARG00000088028
ENSDARG00000092994	ENSDARG00000089174
ENSDARG00000089562	ENSDARG00000087958
ENSDARG00000078022	ENSDARG00000056689
ENSDARG00000013685	ENSDARG00000054050
ENSDARG00000041108	ENSDARG00000042753
ENSDARG00000079770	ENSDARG00000077343
ENSDARG00000068365	ENSDARG00000019306
ENSDARG00000091203	ENSDARG00000025600
ENSDARG00000043953	ENSDARG00000078339
ENSDARG00000028164	ENSDARG00000045980
ENSDARG00000093215	ENSDARG00000090348
ENSDARG00000061383	ENSDARG00000076448
ENSDARG00000051770	ENSDARG00000093071
ENSDARG00000087421	ENSDARG00000074580
ENSDARG00000091432	ENSDARG00000091720
ENSDARG00000060518	ENSDARG00000067537
ENSDARG00000060012	ENSDARG00000086262
ENSDARG00000012297	ENSDARG00000070726
ENSDARG00000035538	ENSDARG00000035565
ENSDARG00000076778	ENSDARG00000080017
ENSDARG00000038059	ENSDARG00000014709
ENSDARG00000036156	ENSDARG00000038219
ENSDARG00000056014	ENSDARG00000033266
ENSDARG00000076247	ENSDARG00000077725
ENSDARG00000025783	ENSDARG00000041248
ENSDARG00000074664	ENSDARG00000079292
ENSDARG00000003051	ENSDARG00000095776
ENSDARG00000076281	ENSDARG00000062687
ENSDARG00000039926	ENSDARG00000009653
ENSDARG00000076107	ENSDARG00000079640
ENSDARG00000060034	ENSDARG00000078627
ENSDARG00000017299	ENSDARG00000002311
ENSDARG00000057448	ENSDARG00000059773
ENSDARG00000062608	ENSDARG00000076707
ENSDARG00000070220	ENSDARG00000009823
ENSDARG00000060130	ENSDARG00000061255
ENSDARG00000029751	ENSDARG00000013245
ENSDARG00000086688	ENSDARG00000087625
ENSDARG00000052045	ENSDARG00000078258
ENSDARG00000025493	ENSDARG00000076223
ENSDARG00000077854	ENSDARG00000074738
ENSDARG00000012130	ENSDARG00000040569
ENSDARG00000014792	ENSDARG00000004597
ENSDARG00000088466	ENSDARG00000038894
ENSDARG00000021550	ENSDARG00000058984
ENSDARG00000091906	ENSDARG00000070486
ENSDARG00000005463	ENSDARG00000053896
ENSDARG00000090182	ENSDARG00000086552
ENSDARG00000053015	ENSDARG00000090805
ENSDARG00000090176	ENSDARG00000001818
ENSDARG00000087093	ENSDARG00000075902
ENSDARG00000091270	ENSDARG00000091087
ENSDARG00000035054	ENSDARG00000012591
ENSDARG00000074920	ENSDARG00000078975
ENSDARG00000000002	ENSDARG00000030975
ENSDARG00000056847	ENSDARG00000005867
ENSDARG00000010555	ENSDARG00000012387
ENSDARG00000079770	ENSDARG00000078940
ENSDARG00000078951	ENSDARG00000071889
ENSDARG00000060750	ENSDARG00000042091
ENSDARG00000091728	ENSDARG00000075482
ENSDARG00000070254	ENSDARG00000091066
ENSDARG00000094752	ENSDARG00000007480
ENSDARG00000090513	ENSDARG00000088453
ENSDARG00000074705	ENSDARG00000073798
ENSDARG00000062222	ENSDARG00000062129
ENSDARG00000087707	ENSDARG00000041019
ENSDARG00000069117	ENSDARG00000043220
ENSDARG00000088475	ENSDARG00000078400
ENSDARG00000045887	ENSDARG00000055479
ENSDARG00000044573	ENSDARG00000040158
ENSDARG00000013804	ENSDARG00000035329
ENSDARG00000030703	ENSDARG00000094992
ENSDARG00000007425	ENSDARG00000068030
ENSDARG00000079917	ENSDARG00000003193
ENSDARG00000092764	ENSDARG00000008219
ENSDARG00000070280	ENSDARG00000091051
ENSDARG00000026048	ENSDARG00000057918
ENSDARG00000053036	ENSDARG00000027697
ENSDARG00000091854	ENSDARG00000075128
ENSDARG00000071509	ENSDARG00000009653
ENSDARG00000077854	ENSDARG00000074959
ENSDARG00000059254	ENSDARG00000056379
ENSDARG00000038056	ENSDARG00000039964
ENSDARG00000005510	ENSDARG00000053479
ENSDARG00000075956	ENSDARG00000078981
ENSDARG00000043951	ENSDARG00000075260
ENSDARG00000021255	ENSDARG00000076434
ENSDARG00000057519	ENSDARG00000090614
ENSDARG00000009136	ENSDARG00000054858
ENSDARG00000091924	ENSDARG00000071904
ENSDARG00000091924	ENSDARG00000071905
ENSDARG00000075459	ENSDARG00000074119
ENSDARG00000053586	ENSDARG00000093420
ENSDARG00000092502	ENSDARG00000080017
ENSDARG00000077608	ENSDARG00000078448
ENSDARG00000070774	ENSDARG00000086847
ENSDARG00000057378	ENSDARG00000087059
ENSDARG00000018914	ENSDARG00000007034
ENSDARG00000011948	ENSDARG00000071524
ENSDARG00000036985	ENSDARG00000003811
ENSDARG00000037790	ENSDARG00000071601
ENSDARG00000012987	ENSDARG00000005161
ENSDARG00000078529	ENSDARG00000076460
ENSDARG00000008359	ENSDARG00000029856
ENSDARG00000044973	ENSDARG00000092947
ENSDARG00000029635	ENSDARG00000038532
ENSDARG00000035694	ENSDARG00000087009
ENSDARG00000067927	ENSDARG00000061405
ENSDARG00000077044	ENSDARG00000016238
ENSDARG00000038361	ENSDARG00000037057
ENSDARG00000091238	ENSDARG00000010583
ENSDARG00000093123	ENSDARG00000086307
ENSDARG00000014430	ENSDARG00000015968
ENSDARG00000091854	ENSDARG00000091791
ENSDARG00000014081	ENSDARG00000002635
ENSDARG00000070272	ENSDARG00000058341
ENSDARG00000070272	ENSDARG00000058347
ENSDARG00000025034	ENSDARG00000014871
ENSDARG00000091064	ENSDARG00000094080
ENSDARG00000003025	ENSDARG00000012071
ENSDARG00000041723	ENSDARG00000002344
ENSDARG00000013582	ENSDARG00000012818
ENSDARG00000051734	ENSDARG00000076507
ENSDARG00000091192	ENSDARG00000086839
ENSDARG00000086903	ENSDARG00000091730
ENSDARG00000034203	ENSDARG00000075482
ENSDARG00000041294	ENSDARG00000056374
ENSDARG00000094744	ENSDARG00000088259
ENSDARG00000038321	ENSDARG00000086956
ENSDARG00000044975	ENSDARG00000023082
ENSDARG00000087707	ENSDARG00000025600
ENSDARG00000054170	ENSDARG00000088615
ENSDARG00000063011	ENSDARG00000060520
ENSDARG00000011283	ENSDARG00000094600
ENSDARG00000014722	ENSDARG00000002707
ENSDARG00000035869	ENSDARG00000052789
ENSDARG00000077539	ENSDARG00000071889
ENSDARG00000055843	ENSDARG00000091395
ENSDARG00000034497	ENSDARG00000045801
ENSDARG00000036251	ENSDARG00000017397
ENSDARG00000016337	ENSDARG00000036139
ENSDARG00000062892	ENSDARG00000086055
ENSDARG00000062401	ENSDARG00000073856
ENSDARG00000087951	ENSDARG00000077200
ENSDARG00000070289	ENSDARG00000087694
ENSDARG00000094255	ENSDARG00000090698
ENSDARG00000039131	ENSDARG00000019856
ENSDARG00000007220	ENSDARG00000056181
ENSDARG00000095703	ENSDARG00000078023
ENSDARG00000010783	ENSDARG00000062744
ENSDARG00000070282	ENSDARG00000078294
ENSDARG00000092743	ENSDARG00000078724
ENSDARG00000037748	ENSDARG00000037393
ENSDARG00000061804	ENSDARG00000060340
ENSDARG00000020450	ENSDARG00000070626
ENSDARG00000077192	ENSDARG00000044528
ENSDARG00000074325	ENSDARG00000086376
ENSDARG00000068659	ENSDARG00000041003
ENSDARG00000068659	ENSDARG00000041005
ENSDARG00000059594	ENSDARG00000059903
ENSDARG00000063718	ENSDARG00000088567
ENSDARG00000089914	ENSDARG00000025535
ENSDARG00000036573	ENSDARG00000060695
ENSDARG00000068520	ENSDARG00000038532
ENSDARG00000030292	ENSDARG00000059438
ENSDARG00000043569	ENSDARG00000044241
ENSDARG00000075806	ENSDARG00000086919
ENSDARG00000045360	ENSDARG00000044923
ENSDARG00000057437	ENSDARG00000060345
ENSDARG00000060263	ENSDARG00000086918
ENSDARG00000094183	ENSDARG00000086956
ENSDARG00000054150	ENSDARG00000053062
ENSDARG00000068704	ENSDARG00000091791
ENSDARG00000094589	ENSDARG00000038232
ENSDARG00000077230	ENSDARG00000090671
ENSDARG00000091592	ENSDARG00000044083
ENSDARG00000089719	ENSDARG00000089397
ENSDARG00000035985	ENSDARG00000040186
ENSDARG00000092090	ENSDARG00000074612
ENSDARG00000062610	ENSDARG00000075724
ENSDARG00000018559	ENSDARG00000018111
ENSDARG00000020292	ENSDARG00000079446
ENSDARG00000022437	ENSDARG00000036080
ENSDARG00000016263	ENSDARG00000087417
ENSDARG00000005394	ENSDARG00000015566
ENSDARG00000074561	ENSDARG00000060051
ENSDARG00000038139	ENSDARG00000040839
ENSDARG00000076778	ENSDARG00000068178
ENSDARG00000068704	ENSDARG00000092218
ENSDARG00000010192	ENSDARG00000028348
ENSDARG00000013990	ENSDARG00000007714
ENSDARG00000002745	ENSDARG00000001463
ENSDARG00000038574	ENSDARG00000017470
ENSDARG00000039065	ENSDARG00000003344
ENSDARG00000089719	ENSDARG00000094610
ENSDARG00000076292	ENSDARG00000068397
ENSDARG00000089892	ENSDARG00000087863
ENSDARG00000075710	ENSDARG00000091532
ENSDARG00000060601	ENSDARG00000016742
ENSDARG00000078941	ENSDARG00000093756
ENSDARG00000060766	ENSDARG00000088590
ENSDARG00000016088	ENSDARG00000057027
ENSDARG00000035214	ENSDARG00000038532
ENSDARG00000007099	ENSDARG00000034207
ENSDARG00000063088	ENSDARG00000059890
ENSDARG00000089039	ENSDARG00000094610
ENSDARG00000089749	ENSDARG00000071592
ENSDARG00000043142	ENSDARG00000041005
ENSDARG00000087187	ENSDARG00000027618
ENSDARG00000043142	ENSDARG00000041003
ENSDARG00000025783	ENSDARG00000086956
ENSDARG00000045420	ENSDARG00000076386
ENSDARG00000089193	ENSDARG00000090292
ENSDARG00000092762	ENSDARG00000004386
ENSDARG00000074902	ENSDARG00000037607
ENSDARG00000088368	ENSDARG00000076650
ENSDARG00000093553	ENSDARG00000061810
ENSDARG00000089805	ENSDARG00000052494
ENSDARG00000090635	ENSDARG00000002666
ENSDARG00000009885	ENSDARG00000093619
ENSDARG00000060184	ENSDARG00000062748
ENSDARG00000020114	ENSDARG00000010641
ENSDARG00000087002	ENSDARG00000091216
ENSDARG00000086969	ENSDARG00000071889
ENSDARG00000020609	ENSDARG00000058117
ENSDARG00000062828	ENSDARG00000089112
ENSDARG00000090182	ENSDARG00000093071
ENSDARG00000003061	ENSDARG00000069199
ENSDARG00000090710	ENSDARG00000043905
ENSDARG00000056498	ENSDARG00000045089
ENSDARG00000062338	ENSDARG00000078416
ENSDARG00000076852	ENSDARG00000091667
ENSDARG00000013704	ENSDARG00000058992
ENSDARG00000094744	ENSDARG00000086751
ENSDARG00000028664	ENSDARG00000011127
ENSDARG00000007425	ENSDARG00000086565
ENSDARG00000070155	ENSDARG00000036700
ENSDARG00000014159	ENSDARG00000004939
ENSDARG00000011581	ENSDARG00000088894
ENSDARG00000077855	ENSDARG00000078486
ENSDARG00000074106	ENSDARG00000087751
ENSDARG00000008723	ENSDARG00000022254
ENSDARG00000070254	ENSDARG00000075482
ENSDARG00000017649	ENSDARG00000023542
ENSDARG00000091854	ENSDARG00000088846
ENSDARG00000014592	ENSDARG00000090356
ENSDARG00000077096	ENSDARG00000075676
ENSDARG00000058603	ENSDARG00000038826
ENSDARG00000014103	ENSDARG00000045219
ENSDARG00000058357	ENSDARG00000015589
ENSDARG00000062346	ENSDARG00000095614
ENSDARG00000095072	ENSDARG00000007836
ENSDARG00000087659	ENSDARG00000024299
ENSDARG00000018882	ENSDARG00000007915
ENSDARG00000078951	ENSDARG00000095637
ENSDARG00000076847	ENSDARG00000078036
ENSDARG00000056394	ENSDARG00000009217
ENSDARG00000051775	ENSDARG00000074260
ENSDARG00000043710	ENSDARG00000073907
ENSDARG00000070513	ENSDARG00000062958
ENSDARG00000027600	ENSDARG00000038267
ENSDARG00000094744	ENSDARG00000089405
ENSDARG00000039150	ENSDARG00000087232
ENSDARG00000090176	ENSDARG00000093068
ENSDARG00000070289	ENSDARG00000075482
ENSDARG00000078874	ENSDARG00000063207
ENSDARG00000062948	ENSDARG00000023940
ENSDARG00000051775	ENSDARG00000086546
ENSDARG00000006816	ENSDARG00000069910
ENSDARG00000020289	ENSDARG00000091785
ENSDARG00000092743	ENSDARG00000088028
ENSDARG00000088874	ENSDARG00000078895
ENSDARG00000077854	ENSDARG00000071890
ENSDARG00000077854	ENSDARG00000071891
ENSDARG00000077854	ENSDARG00000071892
ENSDARG00000077854	ENSDARG00000071893
ENSDARG00000077854	ENSDARG00000071894
ENSDARG00000077854	ENSDARG00000071895
ENSDARG00000077605	ENSDARG00000076183
ENSDARG00000091163	ENSDARG00000087907
ENSDARG00000093772	ENSDARG00000091720
ENSDARG00000007045	ENSDARG00000007639
ENSDARG00000006508	ENSDARG00000044295
ENSDARG00000045634	ENSDARG00000045864
ENSDARG00000086099	ENSDARG00000089844
ENSDARG00000059060	ENSDARG00000060656
ENSDARG00000089289	ENSDARG00000088752
ENSDARG00000069625	ENSDARG00000056798
ENSDARG00000043133	ENSDARG00000006580
ENSDARG00000090795	ENSDARG00000004291
ENSDARG00000087002	ENSDARG00000094125
ENSDARG00000017162	ENSDARG00000079500
ENSDARG00000051732	ENSDARG00000086233
ENSDARG00000055920	ENSDARG00000022229
ENSDARG00000090155	ENSDARG00000061848
ENSDARG00000073734	ENSDARG00000052928
ENSDARG00000068576	ENSDARG00000056097
ENSDARG00000089289	ENSDARG00000071905
ENSDARG00000089289	ENSDARG00000071904
ENSDARG00000025348	ENSDARG00000039264
ENSDARG00000070280	ENSDARG00000075220
ENSDARG00000002614	ENSDARG00000024642
ENSDARG00000090575	ENSDARG00000033824
ENSDARG00000063535	ENSDARG00000025789
ENSDARG00000091064	ENSDARG00000091791
ENSDARG00000089486	ENSDARG00000091510
ENSDARG00000019312	ENSDARG00000036501
ENSDARG00000024920	ENSDARG00000035163
ENSDARG00000056403	ENSDARG00000012577
ENSDARG00000009941	ENSDARG00000076014
ENSDARG00000067730	ENSDARG00000056625
ENSDARG00000029493	ENSDARG00000010097
ENSDARG00000054343	ENSDARG00000075831
ENSDARG00000061419	ENSDARG00000092987
ENSDARG00000076572	ENSDARG00000008219
ENSDARG00000092835	ENSDARG00000079501
ENSDARG00000089562	ENSDARG00000087698
ENSDARG00000059363	ENSDARG00000034541
ENSDARG00000040632	ENSDARG00000073780
ENSDARG00000069379	ENSDARG00000038196
ENSDARG00000069408	ENSDARG00000044775
ENSDARG00000089289	ENSDARG00000090748
ENSDARG00000077410	ENSDARG00000078313
ENSDARG00000089562	ENSDARG00000086619
ENSDARG00000045045	ENSDARG00000045936
ENSDARG00000043902	ENSDARG00000013047
ENSDARG00000054186	ENSDARG00000055229
ENSDARG00000053462	ENSDARG00000001818
ENSDARG00000058578	ENSDARG00000004211
ENSDARG00000089560	ENSDARG00000041032
ENSDARG00000089560	ENSDARG00000041030
ENSDARG00000051775	ENSDARG00000088686
ENSDARG00000028000	ENSDARG00000012801
ENSDARG00000057992	ENSDARG00000052846
ENSDARG00000089719	ENSDARG00000075216
ENSDARG00000086017	ENSDARG00000055076
ENSDARG00000086604	ENSDARG00000093071
ENSDARG00000020497	ENSDARG00000087243
ENSDARG00000039022	ENSDARG00000002210
ENSDARG00000068660	ENSDARG00000094125
ENSDARG00000086591	ENSDARG00000091205
ENSDARG00000079097	ENSDARG00000079004
ENSDARG00000031756	ENSDARG00000057527
ENSDARG00000020405	ENSDARG00000067605
ENSDARG00000069844	ENSDARG00000062788
ENSDARG00000051732	ENSDARG00000088291
ENSDARG00000089903	ENSDARG00000057334
ENSDARG00000087707	ENSDARG00000003090
ENSDARG00000078951	ENSDARG00000078940
ENSDARG00000030723	ENSDARG00000020031
