GeneID	TranscriptID	Number_sense_sites	Number_antisense_sites
ENSDARG00000019362	ENSDART00000017668	139	153	
ENSDARG00000019365	ENSDART00000136114	2	11	
ENSDARG00000019367	ENSDART00000019766	95	100	
ENSDARG00000019367	ENSDART00000138632	8	4	
ENSDARG00000045360	ENSDART00000126842	30	17	
ENSDARG00000045360	ENSDART00000129309	9	4	
ENSDARG00000016742	ENSDART00000039043	53	50	
ENSDARG00000016742	ENSDART00000137349	4	3	
ENSDARG00000016743	ENSDART00000036371	55	47	
ENSDARG00000016743	ENSDART00000153451	7	3	
ENSDARG00000016743	ENSDART00000152989	8	10	
ENSDARG00000016743	ENSDART00000142567	1	0	
ENSDARG00000092209	ENSDART00000140408	2	1	
ENSDARG00000058267	ENSDART00000081094	2	7	
ENSDARG00000092207	ENSDART00000136513	6	4	
ENSDARG00000092207	ENSDART00000141055	2	6	
ENSDARG00000092207	ENSDART00000141632	3	4	
ENSDARG00000092207	ENSDART00000140091	4	0	
ENSDARG00000092205	ENSDART00000132242	22	14	
ENSDARG00000092205	ENSDART00000142626	12	5	
ENSDARG00000092205	ENSDART00000132199	4	6	
ENSDARG00000092205	ENSDART00000132902	7	11	
ENSDARG00000092204	ENSDART00000147574	14	7	
ENSDARG00000014676	ENSDART00000082071	61	51	
ENSDARG00000044016	ENSDART00000150014	4	3	
ENSDARG00000044016	ENSDART00000136768	4	7	
ENSDARG00000058194	ENSDART00000081022	28	14	
ENSDARG00000058194	ENSDART00000139556	8	4	
ENSDARG00000041991	ENSDART00000135888	0	2	
ENSDARG00000041991	ENSDART00000065647	1	0	
ENSDARG00000041997	ENSDART00000061544	22	15	
ENSDARG00000041997	ENSDART00000143010	1	2	
ENSDARG00000025903	ENSDART00000100145	2	0	
ENSDARG00000025903	ENSDART00000048729	0	1	
ENSDARG00000041998	ENSDART00000129207	84	99	
ENSDARG00000025904	ENSDART00000108838	28	44	
ENSDARG00000025904	ENSDART00000139312	13	5	
ENSDARG00000025904	ENSDART00000144983	24	16	
ENSDARG00000061848	ENSDART00000111483	15	23	
ENSDARG00000061848	ENSDART00000088643	34	27	
ENSDARG00000061848	ENSDART00000137065	40	41	
ENSDARG00000061848	ENSDART00000125548	7	5	
ENSDARG00000061845	ENSDART00000088677	5	5	
ENSDARG00000061845	ENSDART00000140173	5	9	
ENSDARG00000061844	ENSDART00000153194	21	18	
ENSDARG00000061841	ENSDART00000088675	23	10	
ENSDARG00000012485	ENSDART00000129708	1	0	
ENSDARG00000012485	ENSDART00000148557	1	0	
ENSDARG00000012485	ENSDART00000008224	2	1	
ENSDARG00000012482	ENSDART00000048657	255	457	
ENSDARG00000012482	ENSDART00000142816	15	31	
ENSDARG00000012482	ENSDART00000136955	4	0	
ENSDARG00000012738	ENSDART00000112446	2	1	
ENSDARG00000012738	ENSDART00000144728	73	40	
ENSDARG00000056045	ENSDART00000153225	7	2	
ENSDARG00000056045	ENSDART00000078438	3	0	
ENSDARG00000056047	ENSDART00000078469	32	18	
ENSDARG00000056047	ENSDART00000142604	7	6	
ENSDARG00000056043	ENSDART00000108598	4	13	
ENSDARG00000056043	ENSDART00000078414	3	2	
ENSDARG00000095011	ENSDART00000135931	2	2	
ENSDARG00000095011	ENSDART00000135481	28	10	
ENSDARG00000054753	ENSDART00000091021	191	136	
ENSDARG00000054753	ENSDART00000123817	0	1	
ENSDARG00000021377	ENSDART00000151176	4	3	
ENSDARG00000021377	ENSDART00000031308	1	0	
ENSDARG00000021377	ENSDART00000151368	55	84	
ENSDARG00000021370	ENSDART00000003715	47	30	
ENSDARG00000021370	ENSDART00000140907	0	1	
ENSDARG00000057316	ENSDART00000148628	2	0	
ENSDARG00000057316	ENSDART00000149579	9	26	
ENSDARG00000057317	ENSDART00000148857	1	0	
ENSDARG00000057317	ENSDART00000148962	1	0	
ENSDARG00000057317	ENSDART00000149081	1	0	
ENSDARG00000057317	ENSDART00000128203	1	0	
ENSDARG00000057315	ENSDART00000143002	1	2	
ENSDARG00000029107	ENSDART00000148095	3	1	
ENSDARG00000029107	ENSDART00000048853	15	18	
ENSDARG00000029105	ENSDART00000132323	40	44	
ENSDARG00000029105	ENSDART00000099920	0	2	
ENSDARG00000061159	ENSDART00000098540	2	2	
ENSDARG00000013461	ENSDART00000010362	1	1	
ENSDARG00000055809	ENSDART00000061165	50	74	
ENSDARG00000060400	ENSDART00000151212	11	10	
ENSDARG00000060401	ENSDART00000085042	43	66	
ENSDARG00000020427	ENSDART00000134543	2	2	
ENSDARG00000053561	ENSDART00000021194	20	39	
ENSDARG00000053561	ENSDART00000137380	11	3	
ENSDARG00000053568	ENSDART00000075609	46	30	
ENSDARG00000053568	ENSDART00000142033	5	6	
ENSDARG00000095937	ENSDART00000149714	1	3	
ENSDARG00000095937	ENSDART00000144912	4	1	
ENSDARG00000095931	ENSDART00000149894	37	43	
ENSDARG00000095931	ENSDART00000148776	4	8	
ENSDARG00000095939	ENSDART00000148929	12	16	
ENSDARG00000095939	ENSDART00000148841	13	11	
ENSDARG00000021590	ENSDART00000133644	38	19	
ENSDARG00000036678	ENSDART00000053272	12	11	
ENSDARG00000036678	ENSDART00000122564	16	15	
ENSDARG00000023999	ENSDART00000122260	4	8	
ENSDARG00000023999	ENSDART00000143607	4	2	
ENSDARG00000036671	ENSDART00000143441	12	26	
ENSDARG00000036675	ENSDART00000131711	8	6	
ENSDARG00000036675	ENSDART00000127174	1	0	
ENSDARG00000036675	ENSDART00000053267	33	17	
ENSDARG00000076257	ENSDART00000132330	8	2	
ENSDARG00000076255	ENSDART00000150611	7	5	
ENSDARG00000076255	ENSDART00000102369	1	3	
ENSDARG00000076252	ENSDART00000150445	42	32	
ENSDARG00000076251	ENSDART00000123015	73	67	
ENSDARG00000076251	ENSDART00000152489	6	5	
ENSDARG00000056862	ENSDART00000079419	0	5	
ENSDARG00000056862	ENSDART00000128935	2	0	
ENSDARG00000056862	ENSDART00000136833	1	1	
ENSDARG00000003811	ENSDART00000048821	154	143	
ENSDARG00000003811	ENSDART00000143773	56	64	
ENSDARG00000003813	ENSDART00000131794	14	14	
ENSDARG00000018190	ENSDART00000007079	115	99	
ENSDARG00000018192	ENSDART00000143273	5	6	
ENSDARG00000018192	ENSDART00000111869	1	0	
ENSDARG00000018192	ENSDART00000035761	1	0	
ENSDARG00000018192	ENSDART00000141985	4	1	
ENSDARG00000058470	ENSDART00000151388	2	1	
ENSDARG00000058470	ENSDART00000081341	48	44	
ENSDARG00000005315	ENSDART00000123170	30	28	
ENSDARG00000005315	ENSDART00000132169	2	3	
ENSDARG00000005315	ENSDART00000143815	5	8	
ENSDARG00000005314	ENSDART00000101001	7	4	
ENSDARG00000005318	ENSDART00000100574	4	1	
ENSDARG00000005318	ENSDART00000022574	47	45	
ENSDARG00000086177	ENSDART00000143490	18	6	
ENSDARG00000086177	ENSDART00000129334	5	2	
ENSDARG00000037109	ENSDART00000143863	5	6	
ENSDARG00000037109	ENSDART00000110270	132	70	
ENSDARG00000030737	ENSDART00000146164	8	5	
ENSDARG00000030737	ENSDART00000039572	51	35	
ENSDARG00000037100	ENSDART00000053926	8	1	
ENSDARG00000037100	ENSDART00000150133	1	0	
ENSDARG00000029925	ENSDART00000149985	27	14	
ENSDARG00000029925	ENSDART00000061429	181	167	
ENSDARG00000029925	ENSDART00000153341	44	29	
ENSDARG00000029925	ENSDART00000043795	52	19	
ENSDARG00000029928	ENSDART00000049672	1	0	
ENSDARG00000027192	ENSDART00000151713	54	52	
ENSDARG00000027192	ENSDART00000039325	19	17	
ENSDARG00000027199	ENSDART00000033566	5	0	
ENSDARG00000045017	ENSDART00000147426	10	8	
ENSDARG00000045017	ENSDART00000136375	27	24	
ENSDARG00000045017	ENSDART00000098124	1	0	
ENSDARG00000039613	ENSDART00000057880	3	1	
ENSDARG00000039613	ENSDART00000127666	1	3	
ENSDARG00000039616	ENSDART00000146891	8	3	
ENSDARG00000039616	ENSDART00000146567	3	0	
ENSDARG00000039616	ENSDART00000134158	5	1	
ENSDARG00000055075	ENSDART00000066331	2	0	
ENSDARG00000055075	ENSDART00000152921	7	30	
ENSDARG00000055075	ENSDART00000152997	2	16	
ENSDARG00000055075	ENSDART00000153195	7	3	
ENSDARG00000055075	ENSDART00000152869	28	29	
ENSDARG00000055076	ENSDART00000148966	120	139	
ENSDARG00000031461	ENSDART00000039676	3	4	
ENSDARG00000031461	ENSDART00000146456	12	8	
ENSDARG00000007221	ENSDART00000136476	5	1	
ENSDARG00000007221	ENSDART00000021788	63	28	
ENSDARG00000007220	ENSDART00000136208	4	9	
ENSDARG00000007220	ENSDART00000101610	1	0	
ENSDARG00000004049	ENSDART00000123096	4	3	
ENSDARG00000004049	ENSDART00000022702	16	3	
ENSDARG00000004046	ENSDART00000138341	2	1	
ENSDARG00000004046	ENSDART00000006463	51	33	
ENSDARG00000033916	ENSDART00000144521	1	1	
ENSDARG00000033916	ENSDART00000045850	88	73	
ENSDARG00000006577	ENSDART00000131514	13	6	
ENSDARG00000006577	ENSDART00000012994	8	1	
ENSDARG00000001769	ENSDART00000101956	1	0	
ENSDARG00000001769	ENSDART00000026903	23	29	
ENSDARG00000001769	ENSDART00000126872	110	140	
ENSDARG00000004597	ENSDART00000150958	116	83	
ENSDARG00000004592	ENSDART00000128807	45	37	
ENSDARG00000035610	ENSDART00000051623	62	43	
ENSDARG00000035610	ENSDART00000146035	2	2	
ENSDARG00000075230	ENSDART00000109642	194	258	
ENSDARG00000056525	ENSDART00000126899	0	1	
ENSDARG00000056525	ENSDART00000128965	19	5	
ENSDARG00000079478	ENSDART00000138921	9	18	
ENSDARG00000089258	ENSDART00000139271	0	1	
ENSDARG00000089259	ENSDART00000136409	0	2	
ENSDARG00000052411	ENSDART00000074261	68	50	
ENSDARG00000052411	ENSDART00000141630	0	3	
ENSDARG00000052419	ENSDART00000146037	1	0	
ENSDARG00000052419	ENSDART00000097864	57	39	
ENSDARG00000052419	ENSDART00000074270	7	7	
ENSDARG00000007485	ENSDART00000143524	10	6	
ENSDARG00000007485	ENSDART00000021672	108	146	
ENSDARG00000039704	ENSDART00000058040	11	5	
ENSDARG00000039704	ENSDART00000148308	12	4	
ENSDARG00000005887	ENSDART00000003686	0	1	
ENSDARG00000005883	ENSDART00000129205	45	51	
ENSDARG00000005883	ENSDART00000012335	10	11	
ENSDARG00000005883	ENSDART00000131759	6	7	
ENSDARG00000005883	ENSDART00000131503	16	8	
ENSDARG00000079471	ENSDART00000105007	3	6	
ENSDARG00000079471	ENSDART00000141464	52	19	
ENSDARG00000006686	ENSDART00000011332	80	54	
ENSDARG00000006686	ENSDART00000142511	2	0	
ENSDARG00000006687	ENSDART00000058162	36	31	
ENSDARG00000006687	ENSDART00000144743	6	4	
ENSDARG00000006687	ENSDART00000147272	2	5	
ENSDARG00000003069	ENSDART00000149024	37	15	
ENSDARG00000006683	ENSDART00000003345	2	0	
ENSDARG00000006683	ENSDART00000148550	60	65	
ENSDARG00000003061	ENSDART00000150013	51	38	
ENSDARG00000003061	ENSDART00000149912	7	10	
ENSDARG00000073996	ENSDART00000147020	8	7	
ENSDARG00000073996	ENSDART00000113159	292	265	
ENSDARG00000073995	ENSDART00000126593	1	1	
ENSDARG00000073998	ENSDART00000142099	26	23	
ENSDARG00000073998	ENSDART00000115079	87	67	
ENSDARG00000037929	ENSDART00000146275	2	7	
ENSDARG00000037929	ENSDART00000124421	1	0	
ENSDARG00000037928	ENSDART00000055276	1	0	
ENSDARG00000037928	ENSDART00000151504	21	12	
ENSDARG00000037928	ENSDART00000127297	3	3	
ENSDARG00000037928	ENSDART00000103353	0	1	
ENSDARG00000037926	ENSDART00000127507	2	2	
ENSDARG00000037926	ENSDART00000055274	41	67	
ENSDARG00000037925	ENSDART00000150943	3	14	
ENSDARG00000037925	ENSDART00000123630	1	1	
ENSDARG00000037925	ENSDART00000130591	10	13	
ENSDARG00000037925	ENSDART00000131018	1	0	
ENSDARG00000032340	ENSDART00000125237	1	2	
ENSDARG00000032340	ENSDART00000042158	21	29	
ENSDARG00000060361	ENSDART00000149477	1	0	
ENSDARG00000060361	ENSDART00000137645	3	1	
ENSDARG00000060361	ENSDART00000149517	12	14	
ENSDARG00000060361	ENSDART00000084965	0	1	
ENSDARG00000060362	ENSDART00000137598	8	6	
ENSDARG00000060362	ENSDART00000135340	3	4	
ENSDARG00000060362	ENSDART00000139459	4	8	
ENSDARG00000060366	ENSDART00000139479	145	89	
ENSDARG00000060368	ENSDART00000136578	92	123	
ENSDARG00000068596	ENSDART00000099276	40	62	
ENSDARG00000068596	ENSDART00000149004	1	1	
ENSDARG00000069975	ENSDART00000102292	5	2	
ENSDARG00000069975	ENSDART00000053404	12	9	
ENSDARG00000069973	ENSDART00000142397	14	6	
ENSDARG00000069973	ENSDART00000146422	6	5	
ENSDARG00000069973	ENSDART00000102287	7	6	
ENSDARG00000069978	ENSDART00000102296	30	18	
ENSDARG00000069978	ENSDART00000133791	2	0	
ENSDARG00000069978	ENSDART00000143229	2	7	
ENSDARG00000004866	ENSDART00000147491	3	3	
ENSDARG00000004861	ENSDART00000009104	9	2	
ENSDARG00000004861	ENSDART00000126966	96	94	
ENSDARG00000004869	ENSDART00000142013	1	0	
ENSDARG00000068624	ENSDART00000099325	1	3	
ENSDARG00000068624	ENSDART00000133174	160	140	
ENSDARG00000014474	ENSDART00000143085	1	6	
ENSDARG00000014474	ENSDART00000133508	2	2	
ENSDARG00000014474	ENSDART00000006748	42	17	
ENSDARG00000068621	ENSDART00000152490	16	26	
ENSDARG00000068629	ENSDART00000099333	22	12	
ENSDARG00000068629	ENSDART00000142552	3	3	
ENSDARG00000032836	ENSDART00000133091	24	16	
ENSDARG00000032836	ENSDART00000055068	15	16	
ENSDARG00000058226	ENSDART00000132995	5	0	
ENSDARG00000032838	ENSDART00000142543	30	23	
ENSDARG00000033121	ENSDART00000054967	0	1	
ENSDARG00000033121	ENSDART00000126798	3	5	
ENSDARG00000016830	ENSDART00000141794	6	4	
ENSDARG00000016830	ENSDART00000132485	1	5	
ENSDARG00000016830	ENSDART00000005337	131	202	
ENSDARG00000059001	ENSDART00000081985	83	86	
ENSDARG00000059001	ENSDART00000142075	1	0	
ENSDARG00000016835	ENSDART00000033405	43	33	
ENSDARG00000016835	ENSDART00000145354	10	5	
ENSDARG00000059006	ENSDART00000144986	8	14	
ENSDARG00000059006	ENSDART00000139150	2	0	
ENSDARG00000030472	ENSDART00000153168	27	36	
ENSDARG00000030478	ENSDART00000131252	5	2	
ENSDARG00000034368	ENSDART00000145792	13	9	
ENSDARG00000034368	ENSDART00000050271	7	3	
ENSDARG00000034368	ENSDART00000097975	8	3	
ENSDARG00000034368	ENSDART00000147622	3	8	
ENSDARG00000051894	ENSDART00000061602	3	3	
ENSDARG00000051894	ENSDART00000134974	68	107	
ENSDARG00000074628	ENSDART00000144622	25	23	
ENSDARG00000074624	ENSDART00000142622	60	32	
ENSDARG00000074626	ENSDART00000110105	1	4	
ENSDARG00000074626	ENSDART00000144907	79	44	
ENSDARG00000079217	ENSDART00000149987	5	3	
ENSDARG00000079217	ENSDART00000111308	61	76	
ENSDARG00000014995	ENSDART00000005883	2	3	
ENSDARG00000016163	ENSDART00000018114	142	176	
ENSDARG00000016161	ENSDART00000041211	19	6	
ENSDARG00000016161	ENSDART00000124812	63	44	
ENSDARG00000094683	ENSDART00000132300	3	5	
ENSDARG00000094683	ENSDART00000140892	5	1	
ENSDARG00000094683	ENSDART00000145897	7	5	
ENSDARG00000094683	ENSDART00000141882	3	1	
ENSDARG00000041041	ENSDART00000145727	0	1	
ENSDARG00000045973	ENSDART00000143266	1	1	
ENSDARG00000094538	ENSDART00000140521	9	5	
ENSDARG00000013079	ENSDART00000142128	0	1	
ENSDARG00000013079	ENSDART00000020192	109	107	
ENSDARG00000013076	ENSDART00000135417	10	16	
ENSDARG00000013076	ENSDART00000141415	9	2	
ENSDARG00000013075	ENSDART00000135311	12	10	
ENSDARG00000013075	ENSDART00000019898	27	16	
ENSDARG00000013075	ENSDART00000147447	11	18	
ENSDARG00000094530	ENSDART00000146938	7	6	
ENSDARG00000094530	ENSDART00000143403	27	28	
ENSDARG00000094530	ENSDART00000139969	5	9	
ENSDARG00000009567	ENSDART00000138473	136	133	
ENSDARG00000009563	ENSDART00000124541	3	0	
ENSDARG00000089758	ENSDART00000130024	1	1	
ENSDARG00000089758	ENSDART00000134167	83	43	
ENSDARG00000095481	ENSDART00000139120	15	5	
ENSDARG00000091471	ENSDART00000129416	11	23	
ENSDARG00000091475	ENSDART00000099663	1	1	
ENSDARG00000091475	ENSDART00000151840	31	32	
ENSDARG00000091475	ENSDART00000123549	1	0	
ENSDARG00000091477	ENSDART00000150403	22	49	
ENSDARG00000078620	ENSDART00000151953	139	96	
ENSDARG00000078624	ENSDART00000146113	104	126	
ENSDARG00000040391	ENSDART00000131005	5	5	
ENSDARG00000040022	ENSDART00000138678	1	4	
ENSDARG00000040022	ENSDART00000151320	1	2	
ENSDARG00000015490	ENSDART00000152454	17	12	
ENSDARG00000015490	ENSDART00000152572	11	8	
ENSDARG00000015490	ENSDART00000019227	3	2	
ENSDARG00000015490	ENSDART00000152626	22	31	
ENSDARG00000040024	ENSDART00000133642	15	13	
ENSDARG00000040027	ENSDART00000043823	14	40	
ENSDARG00000040027	ENSDART00000141801	5	6	
ENSDARG00000078998	ENSDART00000151685	44	29	
ENSDARG00000078998	ENSDART00000108946	133	136	
ENSDARG00000055278	ENSDART00000077593	4	4	
ENSDARG00000019660	ENSDART00000149023	3	5	
ENSDARG00000059763	ENSDART00000145155	10	18	
ENSDARG00000059763	ENSDART00000083416	83	81	
ENSDARG00000059763	ENSDART00000132000	2	0	
ENSDARG00000041811	ENSDART00000061274	1	1	
ENSDARG00000041811	ENSDART00000148648	3	4	
ENSDARG00000025275	ENSDART00000142064	6	4	
ENSDARG00000025275	ENSDART00000019992	1	5	
ENSDARG00000025275	ENSDART00000139020	0	6	
ENSDARG00000090793	ENSDART00000151786	0	1	
ENSDARG00000090793	ENSDART00000124169	18	37	
ENSDARG00000090793	ENSDART00000151171	4	5	
ENSDARG00000090793	ENSDART00000152071	1	0	
ENSDARG00000090797	ENSDART00000128886	3	1	
ENSDARG00000090797	ENSDART00000131924	17	36	
ENSDARG00000012672	ENSDART00000016488	38	25	
ENSDARG00000012672	ENSDART00000138235	32	13	
ENSDARG00000025718	ENSDART00000147815	2	2	
ENSDARG00000025718	ENSDART00000035602	76	62	
ENSDARG00000075567	ENSDART00000110398	73	74	
ENSDARG00000075567	ENSDART00000139821	16	9	
ENSDARG00000054658	ENSDART00000149386	2	0	
ENSDARG00000054658	ENSDART00000065349	2	2	
ENSDARG00000054655	ENSDART00000129527	3	1	
ENSDARG00000054655	ENSDART00000099106	5	0	
ENSDARG00000070339	ENSDART00000137507	13	25	
ENSDARG00000070339	ENSDART00000128533	3	0	
ENSDARG00000070339	ENSDART00000082472	5	4	
ENSDARG00000070339	ENSDART00000082473	25	33	
ENSDARG00000037406	ENSDART00000135905	1	0	
ENSDARG00000037406	ENSDART00000131257	4	5	
ENSDARG00000037406	ENSDART00000147314	3	2	
ENSDARG00000023656	ENSDART00000115383	6	5	
ENSDARG00000023659	ENSDART00000124271	2	5	
ENSDARG00000023659	ENSDART00000044387	16	3	
ENSDARG00000052558	ENSDART00000128039	36	26	
ENSDARG00000052558	ENSDART00000045684	0	1	
ENSDARG00000024398	ENSDART00000036989	59	30	
ENSDARG00000024398	ENSDART00000148850	1	0	
ENSDARG00000057108	ENSDART00000134945	4	8	
ENSDARG00000057108	ENSDART00000132915	29	29	
ENSDARG00000057108	ENSDART00000142139	13	14	
ENSDARG00000057101	ENSDART00000131569	14	9	
ENSDARG00000057101	ENSDART00000079701	73	59	
ENSDARG00000057100	ENSDART00000079695	39	34	
ENSDARG00000057100	ENSDART00000134503	1	1	
ENSDARG00000057105	ENSDART00000148333	19	11	
ENSDARG00000057105	ENSDART00000079703	2	1	
ENSDARG00000094943	ENSDART00000143157	36	5	
ENSDARG00000094943	ENSDART00000134641	6	9	
ENSDARG00000094944	ENSDART00000138348	0	1	
ENSDARG00000052881	ENSDART00000136702	6	4	
ENSDARG00000071065	ENSDART00000138696	4	6	
ENSDARG00000071065	ENSDART00000139406	0	5	
ENSDARG00000071065	ENSDART00000145928	2	0	
ENSDARG00000071062	ENSDART00000104835	98	87	
ENSDARG00000071062	ENSDART00000148696	6	9	
ENSDARG00000071062	ENSDART00000104832	2	0	
ENSDARG00000037491	ENSDART00000054591	94	96	
ENSDARG00000037491	ENSDART00000149793	15	19	
ENSDARG00000037496	ENSDART00000054599	39	28	
ENSDARG00000037496	ENSDART00000042083	14	17	
ENSDARG00000029710	ENSDART00000046821	22	10	
ENSDARG00000029718	ENSDART00000133926	0	3	
ENSDARG00000029718	ENSDART00000148758	6	4	
ENSDARG00000020679	ENSDART00000136900	4	5	
ENSDARG00000020679	ENSDART00000131951	9	4	
ENSDARG00000060610	ENSDART00000147785	16	13	
ENSDARG00000060610	ENSDART00000085612	182	189	
ENSDARG00000020676	ENSDART00000146724	5	15	
ENSDARG00000020676	ENSDART00000139634	6	3	
ENSDARG00000020676	ENSDART00000011305	142	91	
ENSDARG00000053684	ENSDART00000075744	5	20	
ENSDARG00000053684	ENSDART00000139103	0	5	
ENSDARG00000053684	ENSDART00000139865	1	3	
ENSDARG00000053684	ENSDART00000138319	6	4	
ENSDARG00000087107	ENSDART00000111387	0	5	
ENSDARG00000087107	ENSDART00000139749	40	34	
ENSDARG00000087100	ENSDART00000151648	2	2	
ENSDARG00000087100	ENSDART00000124030	368	298	
ENSDARG00000033327	ENSDART00000109546	180	137	
ENSDARG00000033320	ENSDART00000041515	28	20	
ENSDARG00000033320	ENSDART00000143093	7	2	
ENSDARG00000076595	ENSDART00000140704	14	12	
ENSDARG00000076595	ENSDART00000111365	112	116	
ENSDARG00000076591	ENSDART00000041035	34	38	
ENSDARG00000076591	ENSDART00000148272	3	0	
ENSDARG00000076592	ENSDART00000109926	115	91	
ENSDARG00000076592	ENSDART00000141759	18	12	
ENSDARG00000076045	ENSDART00000152276	37	7	
ENSDARG00000076044	ENSDART00000112301	124	107	
ENSDARG00000076043	ENSDART00000112452	8	5	
ENSDARG00000076043	ENSDART00000145432	2	2	
ENSDARG00000076041	ENSDART00000138129	6	3	
ENSDARG00000076041	ENSDART00000113678	3	2	
ENSDARG00000076040	ENSDART00000109676	1	1	
ENSDARG00000076040	ENSDART00000142157	30	23	
ENSDARG00000076040	ENSDART00000145679	1	1	
ENSDARG00000039969	ENSDART00000058472	4	0	
ENSDARG00000039969	ENSDART00000110195	3	0	
ENSDARG00000038442	ENSDART00000135781	95	88	
ENSDARG00000038442	ENSDART00000022045	40	40	
ENSDARG00000062612	ENSDART00000090731	1	0	
ENSDARG00000062614	ENSDART00000090739	38	26	
ENSDARG00000062614	ENSDART00000139152	4	1	
ENSDARG00000062618	ENSDART00000141467	68	64	
ENSDARG00000026531	ENSDART00000100184	5	4	
ENSDARG00000026531	ENSDART00000030138	0	2	
ENSDARG00000026531	ENSDART00000129400	49	57	
ENSDARG00000068915	ENSDART00000132739	6	2	
ENSDARG00000068910	ENSDART00000099822	7	5	
ENSDARG00000068918	ENSDART00000148686	2	4	
ENSDARG00000068919	ENSDART00000138460	2	1	
ENSDARG00000003607	ENSDART00000022379	88	86	
ENSDARG00000003607	ENSDART00000133818	9	5	
ENSDARG00000037378	ENSDART00000142288	1	1	
ENSDARG00000037378	ENSDART00000054386	6	2	
ENSDARG00000037371	ENSDART00000125223	48	30	
ENSDARG00000039424	ENSDART00000057601	7	1	
ENSDARG00000039424	ENSDART00000152745	3	4	
ENSDARG00000039429	ENSDART00000057605	58	64	
ENSDARG00000039429	ENSDART00000144227	1	0	
ENSDARG00000039429	ENSDART00000144989	8	1	
ENSDARG00000039429	ENSDART00000123596	2	4	
ENSDARG00000034777	ENSDART00000046995	3	2	
ENSDARG00000034773	ENSDART00000049572	148	139	
ENSDARG00000034773	ENSDART00000134857	2	4	
ENSDARG00000034771	ENSDART00000046922	59	40	
ENSDARG00000034771	ENSDART00000131698	4	3	
ENSDARG00000074356	ENSDART00000142577	1	0	
ENSDARG00000069654	ENSDART00000135206	26	19	
ENSDARG00000069654	ENSDART00000101513	194	179	
ENSDARG00000074359	ENSDART00000151346	1	0	
ENSDARG00000074359	ENSDART00000134476	34	39	
ENSDARG00000079131	ENSDART00000152369	8	10	
ENSDARG00000079131	ENSDART00000040707	140	120	
ENSDARG00000069342	ENSDART00000100819	4	0	
ENSDARG00000042671	ENSDART00000150086	4	4	
ENSDARG00000006729	ENSDART00000099628	6	3	
ENSDARG00000036956	ENSDART00000042944	1	0	
ENSDARG00000036956	ENSDART00000134141	15	22	
ENSDARG00000009764	ENSDART00000134937	1	0	
ENSDARG00000009764	ENSDART00000016995	2	1	
ENSDARG00000070076	ENSDART00000144931	8	2	
ENSDARG00000070076	ENSDART00000102555	35	25	
ENSDARG00000075002	ENSDART00000141245	7	4	
ENSDARG00000075002	ENSDART00000112798	70	50	
ENSDARG00000075003	ENSDART00000143665	0	1	
